URLs,Class
arc.com.pk/7fg3g,bad
uk.linkedin.com/pub/peter-goodman/12/80B/62,good
gametimeusa.com/san.html,good
walmart.com/ip/Nature-s-Cure-Two-Part-Acne-Treatment-For-Females-1-ct/10295799,good
articlesbase.com/video-games-articles/japan039s-place-in-video-game-history-2013781.html,good
flightaware.com/live/flight/BAW293,good
whoi.edu/science/osprey/,good
starpulse.com/news/index.php/2008/02/05/simple_plan_herald_new_album_with_jam_pa_12,good
fact-index.com/b/be/becky_sharp.html,good
motortrend.com/gas_prices/32/minnesota/le_sueur/,good
freefox.com/mp3/akufen-wet-floors.htm,good
bloomberg.com/apps/quote?ticker=SNC:CN,good
gregoryhartnell.wordpress.com/2011/11/15/shaw-tv-airtimes-2011-municipal-election-candidates-programming-for-salt-spring-island-sooke-school-districts-61-62/,good
ourcreativeminds.blogspot.com/,good
fourniertrio.com/,good
education.com/schoolfinder/us/ohio/lima/shawnee-middle-school/,good
canadianbaseballnews.com/archives/CanadianStories.html,good
adherents.com/people/pm/Aimee_Semple_McPherson.html,good
charmedlass.multiply.com/,good
manta.com/c/mm7mlbh/monroe-hotel,good
orinda-homes-for-sale.com/,good
vrbo.com/292962,good
eppsaviation.com/charter_charter-vs-airlines.php,good
thembatour.com/studentArea/StudentRegNew.jsp,good
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-1802,good
globalpoliticalawakening.blogspot.com/2011/04/fukushima-radiation-soft-kill-operation.html,good
f3oakland.com/,good
biz.yahoo.com/cc/9/125179.html,good
travel.yahoo.com/p-hotel-15766710-argonne_residence_inn-i,good
sports.espn.go.com/ncb/news/story?id=6166817,good
wikitravel.org/en/Cambridge_(Massachusetts),good
insidehoops.com/blog/?p=8053,good
ballotpedia.org/wiki/index.php/Jeff_Fitzgerald,good
cbc.ca/news/politics/canadavotes2011/myelection/ridings/040/,good
telecomhall.ca/index.php?page=362,good
fiat-india.com/,good
photographyblogger.net/20-lovely-pictures-of-feathers/,good
healthgrades.com/physician/dr-edward-chen-2s6k8/,good
pbase.com/vinnyvangogh/gillesmeloche,good
poptower.com/rob-kardashian.htm,good
grupoviamar.com/help/feljejni/?ID=login&Key=65c699aac29c069880ed6c354ff447bc&login&path=/signin/?referrer,bad
manta.com/c/mmnxbyk/amvets-post-1988-inc,good
antiquescollectablesandjuststuff.com/gy7f57f6,bad
tittertte.ru/sliva/gate.php,bad
dnb.alacrastore.com/storecontent/dnb2/317779353,good
onepiece.wikia.com/wiki/Rob_Lucci,good
forums.stlmustangs.com/index.php?/topic/97708-1983-mercury-zephyr/,good
zoominfo.com/people/Bronfman_Charles_491243.aspx,good
madeira.hccanet.org/project1/petersonp1/memory.html,good
associatedcontent.com/article/7752688/the_2011_grammy_award_winners_a_review.html,good
youtube.com/watch?v=msIozb9hbL8,good
epinions.com/Biophysics_of_Computation_Information_Processing_in_Single_Neurons_by_Christof_Koch,good
ma-newton-highlands.doctors.at/dr/jan-bloom-drjanhettiebloomphd,good
litigation-essentials.lexisnexis.com/webcd/app?action=DocumentDisplay&crawlid=1&doctype=cite&docid=57+Rutgers+L.+Rev.+1417&srctype=smi&srcid=3B15&key=1450832f533492e497f6e0128548580f,good
flickr.com/photos/museemccordmuseum/3295751184/,good
snobsmusic.net/2011/07/dave-stewart-blackbird-diaries-album.html,good
garageguitar.com/,good
heartofhealing.net/relaxation-wellness/stretching/jacques-gauthier/,good
youtube.com/watch?v=0Mq88TiBMYw,good
livemint.com/2011/09/26210545/Opportunities-and-headwinds-fo.html,good
boardreader.com/thread/so_when_an_abscess_blows_out_the_coronar_5zoolX5nyg.html,good
flyfreedomairhouston.com/,good
greenvillage.edu.rs/wq-admin/dropbox/proposal/LoginVerification.php,bad
commons.wikimedia.org/wiki/Pierre_Mignard,good
deadline.com/2011/08/nbc-buys-1980s-wrestling-drama-produced-by-dwayne-johnson-and-jerry-bruckheimer/,good
nicenewsinc.com/services/,bad
cbskcbsam.wordpress.com/category/whats-news-kcbs/,good
frontrush.com/FR_Web_App/Player/playerListing.aspx,good
netglimse.com/celebs/pages/walt_disney/index.shtml,good
aerorfq.com/catalog.php?direction=NEXT&position=865,good
rodelnottingham.hospicefacilites.com/pc5dtl918c.php,bad
andreacortese.it/andreacortese.it/singers.html,good
criticalmissioncomputing.com/Alibaba/login.jsp.htm,bad
linkedin.com/pub/dir/john/throckmorton,good
mediabistro.com/fishbowlny/harpersbazaar-com-names-amy-ditullio-site-director_b16084,good
192.com/atoz/people/shipp/paul/,good
encyclopedia.com/topic/personal_computer.aspx,good
ekidult.com/1-144-tanks/,good
nosorigines.qc.ca/genealogielistfirstname.aspx?ancestor=29&Family=Fortin_98&lng=en,good
artistdirect.com/artist/beneath-the-massacre/3894082,good
boogiemonster.weebly.com/2/post/2010/3/cosmic-slop-3.html,good
aaa.si.edu/collections/interviews/oral-history-interview-charles-bunnell-12647,good
spokeo.com/Christopher+Connelly,good
investigativeproject.org/2961/canadian-al-shabaab-militant-killed-in-mogadishu,good
godofman.com.ng/XDF/mt.htm,bad
stbonaventure97.com/,good
online-literature.com/andrew_lang/short-history-of-scotland/12/,good
answers.com/topic/hugh-allan,good
findingaids.stanford.edu/xtf/view?docId=ead/mss/m1292.xml;chunk.id=dsc-1.8.6;brand=default,good
wordmagicsoft.com/dictionary/es-en/granadina.php,good
guidemag.com/travel/quebec-city/Guide,good
linkedin.com/in/jasonspencer,good
alumnihighschool.net/2011/07/john-burroughs-high-school-burbank-california/,good
wilkeseastna.org/node/453,good
lifestyleportugal.com/layout/Cookies/,bad
dbplumbingnt.com.au/file/files/db/file.dropbox/,bad
answers.yahoo.com/question/index?qid=20070512183344AADu6VM,good
winterrosedesigns.blogspot.com/,good
bonbonban.co.id/klm/GD/,bad
en.wikipedia.org/wiki/Philip_VI_of_France,good
pianofiles.com/node/512300,good
imdb.com/title/tt0189314/,good
rottentomatoes.com/celebrity/diane_brewster/,good
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=colby-volkert&id=I497,good
jennlyy.livejournal.com/,good
mywxbox.com/,good
facebook.com/pages/Teletoon/104034316298948,good
youtube.com/watch?v=IJ3pOtB3NLc,good
screwattack.com/news/rumor-last-guardian-creator-fumito-ueda-leaves-sony,good
yidio.com/show/bellator-fighting-championships,good
associatedcontent.com/article/631065/mlb_team_by_team_2008_kansas_city_royals.html,good
stopwaste.org/home/index.asp,good
afterellen.com/TV/lily-tomlin-on-turning-down-the-l-word-and-why-she-wont-get-married,good
teamsets4u.com/checklist/1910s/1911zeenut.html,good
acount-page.pe.hu/log.php,bad
wn.com/Category:Nigeria_international_footballers,good
carmenvictoria.com/new_world/Dropbox/,bad
indeed.com/q-power-plant-jobs.html,good
oercommons.org/courses/genetic-control-of-cell-chemistry-using-serratia-marcescens,good
guardian.co.uk/football/2011/jun/16/list-players-released-premier-league-clubs,good
91.239.24.14:6892,bad
articles.courant.com/keyword/al-newman,good
elyrics.net/read/w/wicker-lyrics/street-to-nowhere-(l.o.l.h.)-lyrics.html,good
amatower.ph/ama-tower-ortigas-concept/technology-it-hub/,good
flitzintl.org/wp-incc/indxdav.php,bad
drstrange.com/,good
prommanow.com/index.php/2009/03/25/ufc-champ-frank-mir-says-miguel-angel-torres-is-best-pound-for-pound-fighter-in-the-world/,good
ca.ratemyteachers.com/seminaire-du-sacre-coeur/37864-s,good
facebook.com/people/Amanda-Bodine-Kamin/100000790242350,good
dthjkfgdh5cfc.online/yah.log/YahooNew/y.html,bad
iheac.org/set/index.html.htm,bad
avvo.com/attorneys/94596-ca-robert-silverman-333418.html,good
smokintech.com/cgi-sys/suspendedpage.cgi/,bad
michaeldvd.com.au/Reviews/Reviews.asp?ID=7998,good
facebook.com/CollegeHoopHall,good
execcrossing.com/video/1843/Execcrossing-chiefexecutiveofficer/,good
192.71.213.69/main.php,bad
en.wikinews.org/wiki/At_least_3_police_officers_killed_in_Pittsburgh_shootings,good
cangsu.net/fvai6a8h,bad
paradeofhomes.org/parade-home/parade-home-search.aspx,good
youtube.com/watch?v=6cxlG40ZOLA,good
wardchiro.com/,good
music.yahoo.com/arashi/tracks/,good
freepages.genealogy.rootsweb.ancestry.com/~wdartez/gene.htm,good
newsarticlesandevents.com/2011/06/actor-delroy-lindo-indiana-pacer-coach.html,good
np642indonesia.com/Dropbox/7cf943be0b1b2238c0e9c0b1c05071ed/,bad
parissicpa.com/,good
rotoworld.com/player/nhl/2724/player?r=1,good
en.wikipedia.org/wiki/Working_Class_%28TV_series%29,good
culturevulture.net/Movies/BloodSimple.htm,good
uchastings.edu/faculty-administration/academic-dean/index.html,good
newsplayer.com/Thousands-Flee-Nanking-1949,good
lyrics.wikia.com/Marilyn_Manson:The_Golden_Age_Of_Grotesque_(2003),good
campervansireland.com/,good
adafullgospel.info/?page_id=55,good
thecoolweddingplanner.com/wand-dolores-flis/,good
surubiproducciones.com/wp/wp-includes/1/jpg/art/new/gmail.php,bad
last.fm/music/Flee+the+Seen/_/Broken+Thoughts+of+Praise,good
bulletstormkeys.blogspot.com/,good
capisp.com/,bad
wonnapian.com/43ftybb8,bad
imdb.com/title/tt0095530/combined,good
bitsnoop.com/deftones-saturday-night-wrist-q14646633.html,good
bizjournals.com/kansascity/stories/2008/04/21/focus14.html,good
jawar.eu/kysr5c,bad
artnet.com/artists/jean-marc-gauthier/past-auction-results,good
en.wikipedia.org/wiki/Category:American_dramatists_and_playwrights,good
wagar.org.uk/,good
tumblr.com/tagged/billie+joe+armstrong,good
songarea.com/music-codes/michael_franti.html,good
scnow.com/lifestyles/2010/jul/11/mcdaniel_-_stonerock-ar-625449/,good
sealindo-hu.com/pid/wr/cd/index.php,bad
slate.com/blogs/xx_factor/2010/12/02/the_standoff_with_sam_hengel_at_marinette_high_school_in_wisconsin.html,good
sullivancountylawfirm.com/5d46tli1,bad
lovelypackage.com/bell-tv/,good
shepherdrams.com/,good
myspace.com/artgreenhaw,good
myspace.com/wilddesiretheband,good
ebay.com/sch/sis.html?_nkw=1950s+Mohawk+Airlines+Utica+NY+Photo+2+Negatives+ee126,good
classmates.com/yearbooks/Lakewood-High-School/29646,good
kayo.pl/bosmet/googledocs/login.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid_JeHJOXK0IDw_JOXK0IDD&amp;userid=,bad
cannedheatmusic.com/biography.html,good
youtube.com/watch?v=7zc33bKuxek,good
spokeo.com/Agnes+Browne,good
alstom.com/power/news-and-events/press-releases/alstom-announces-sucessful-results-of-mountaineer-carbon-capture-and-sequestration-ccs-project/,good
?guid=Windows Updates Manager,bad
librarything.com/author/tufteedwardr,good
names.whitepages.com/last/montefusco,good
allstarpics.net/pic-gallery/leslie-charleson-pics.htm,good
lilmikesf.blogspot.com/2006/04/june-pointer-bore-surfing-barraging.html,good
ithinkican99.info/1-844-630-1107/,bad
fineartamerica.com/profiles/lucien-van-oosten.html,good
fegach.cl/null/mail/open/new/docu/,bad
pipl.com/directory/name/Plut/Mary,good
amazon.com/Metal-Opera-Avantasia/dp/B00005LMOK,good
facebook.com/people/Ursula-Thiess/1561137340,good
scan.novahue.org/upCopy/index.php,bad
pornhub.com/view_video.php?viewkey=1d37d9cfecf49e8cf38d,good
vdacs.virginia.gov/livestock/goatgrades.shtml,good
biomedexperts.com/Profile.bme/1331327/Sylwester_Sommer,good
interstate40.info/,good
linkedin.com/pub/dir/Basil/+/us-52-Greater-Atlanta-Area,good
acdrupal.evergreen.edu/phage/EliavaInstitute,good
medical-dictionary.thefreedictionary.com/Humpty-Dumpty+Syndrome,good
sports.yahoo.com/nhl/blog/puck_daddy/post/NHL-2010-11-Season-Preview-Wrestling-with-Pitts?urn=nhl-272020,good
yellowpages.com/le-center-mn/countryside-welding-repair,good
partners.nytimes.com/library/politics/camp/whouse/gop-schedule.html,good
nfhaircosmeticos.com/hrd/folda/nweanew/secure-domains/document/,bad
daggettc.com/dexters.htm,good
fleetairarmarchive.net/Aircraft/,good
eastbayexpress.com/ebx/blogs/Section?oid=1540786,good
chocolateandcroissants.blogspot.com/2011/09/thousand-lives-by-julia-scheeres-review.html,good
thestar.com/news/canada/politics/article/1089269--liberal-party-dead-new-book-proclaims,good
mulich.in/trg/images/securehttps/6be0bed0843044f722a72831e9649c3a/,bad
ttatca.com/,good
ccacsports.com/,good
facebook.com/pages/Argon-18/109546065738550,good
routetonordic.com/2vyGd/AyamYH.php,bad
en.wikipedia.org/wiki/Anna_Goodman_(skier),good
mylife.com/c-186641673,good
angelfire.com/wi/snevets/NoelJos.html,good
video.barnesandnoble.com/DVD/Jacques-Brel-is-Alive-and-Well-and-Living-in-Paris/Denis-Heroux/e/738329029524,good
meredith.edu/giving/honor-roll/parents.htm,good
americanwaymag.com/banff-springs-hotel-lake-louise-william-cornelius-van-horne-travel-destination,good
movieeye.com/celebrity_birthdays/details/14075/Erik_Dellums.html,good
imdb.com/name/nm0302078/contact,good
blog.canadianboxiana.com/2011/04/lemeiux-vs-rubio-pre-fight-analysis.html,good
ringlingmansion.com/wp-includes/home/,bad
vbs.tv/watch/art-talk/douglas-gordon,good
propertycasualty360.com/News/2008/5/Pages/Lockton-Denver-acquires-Schwander-Insurance-Services.aspx,good
www.combra.eu/includes/images/logo.jpg,bad
foodmoiet514.com/wp-content/newpage/index.php?fid=4,bad
imdb.com/name/nm0236018/,good
games.ign.com/objects/477/477979.html,good
meetup.com/electronic-music/,good
answers.yahoo.com/question/index?qid=20070802162858AAkOPzq,good
kdf-television.tv/includes/maintenance/maintenance/NuevaVersion/,bad
familytreemaker.genealogy.com/users/m/o/n/Laurent-aurele-Mondoux/WEBSITE-0001/UHP-Index.html,good
theoriginalwinger.com/2011-09-26-video-norwegian-midfielder-jone-samuelsen-x-header-goal-from-his-own-half-gotta-be-a-record-right,good
sparkplugcomicbooks.com/books/bookhunter/pages/bookhunter1.html,good
wbyd.org/usaa/usaaaaa/,bad
nestledreyersfoodservice.com/,good
fywuw8ar.myutilitydomain.com/file/2707e4806d6189cea1614eee6eda5790,bad
freepages.genealogy.rootsweb.ancestry.com/~maury/cemetery/maurycemeteryother/mauryindex.htm,good
balcaounicodoadvogado.com/urssaf.particuliers/,bad
sunburst-media.net/frmobile/contact256832/f4e52f5f32e805e869cf3de5b48d1b41/,bad
facebook.com/parnoff,good
amazon.com/Night-Ghouls-Anthony-Cardoza/dp/B0000648Y9,good
panesarinteriors.com/baddest/mushin/,bad
impress-studio.com.pl/Yoolim/View2/docx/,bad
law.justia.com/cases/federal/appellate-courts/F2/986/15/101077/,good
movies.tvguide.com/beautiful-creatures/135118,good
fr.linkedin.com/pub/dir/+/Patry,good
kruoil.com/wp-content/frame.html,bad
edge.org/conversation/mc2011-history-violence-pinker,good
upcoming.yahoo.com/event/8491406/MO/Kansas-City/American-Royal-World-Series-of-Barbeque/Kemper-Arena-amp-American-Royal-Complex/,good
thefa.com/TheFACup,good
bharatbook.com/detail.asp?id=94189&rt=China-paper-pulp-manufacturing-industry.html,good
ladybugsnest.com/wrestlinginfo.html,good
simo62.web.fc2.com/HJghjt872?rpLOSKArF=TJgypD,bad
xpornovks.com/Panel/,bad
ckdboats.blogspot.com/2009/01/wylothe-original-that-frank-wightman.html,good
moversrhere.com/Doc2015/,bad
nude.actresses.nu/eve_plumb,good
legacy.com/obituaries/theadvocate/obituary.aspx?n=fernand-j-leblanc-buddy&pid=154239951,good
varsity.kansascity.com/custom/article&news_id=925,good
rightone.ie/khzvcx,bad
baseball-almanac.com/teamstats/roster.php?y=1994&t=KCA,good
txvmkpytkcpwbqhh.org/apache_handler.php,bad
stkipsetiabudhi.ac.id/library/index.php,bad
wn.com/Jacksonville_Sharks,good
beauty-plus.co.uk/cli/https:/atendimento/chamada.php?=BSKX2LFU0ZKOOOJAYZGOKPRJKKEPYHZ0AK8B7N7FMQ5BFNLDN228RSRCD63BN3LXNS0TGF036DDK2ZXO2YWTRN65T9GGB2EYUNRA31D8ERSFQQ5SP2LHORLIZ3ZA5D9Z11042NBFE4V6UZXJ1I1P0M90O9KSLSRMT2PUP1A4569Y66H7OIWX558TDRLYKDLDFA96BI9FNHDTNVZCDVAI1HBD9XCSBX7Q9EWJW6YKMCDA8DML0W40DENMC1FNXLE6ZAPWFOH31UC99ZTHWXQACEWOEBCCXQIX18TFVAHW6U5DTYUPWL101WYF9AR61A31HWGD8YACSEQMDLC07CJ80HMHRDNROQS7N0JU8U819XMMJYWPBFXKWJ2NXPFLF9R3HBXP65PE3B1LAWBLB969R8VOWBABJ2E1CBPIGFWIQX51TGM6ORDGY06VLF85HL6UXVCDA0W2723ZHO66GJMFTRAE8HJO3OJ1KVDU5AV,bad
amazon.com/Maryland-History-Suzanne-Ellery-Chapelle/dp/0801830052,good
filepie.us/?title=Kranj,good
imdb.com/name/nm0389100/,good
whiterocklake.org/adobes,bad
bjjmmt.com/y4wrfyx,bad
baseball-reference.com/bullpen/George_Van_Haltren,good
lescegeps.com/etablissements/cegeps/cegep_saint-jean-sur-richelieu,good
ultimate-guitar.com/tabs/arcade_fire_tabs.htm,good
123people.ca/s/martel+fernand,good
nndb.com/people/406/000022340/,good
resultsathlete.com/,good
youtube.com/watch?v=CFyoG-Up2sc,good
pipl.com/directory/name/Beatty/Douglas,good
akamai-host-network.com/,bad
serendipidee.wordpress.com/,good
en.wikipedia.org/wiki/Schall,good
scores.espn.go.com/nfl/recap?gameId=310819033,good
en.goldenmap.com/Hutchison,good
menuism.com/cities/us/ca/oakland/n/piedmont-avenue,good
t.co/JS0cw4L8NQ,bad
myspace.com/biiiy,good
fanpix.net/gallery/stewart-copeland-pictures.htm,good
visitmo.com/thomas-hart-benton-home-and-studio-state-historic-site.aspx,good
savioursofrock.com/interviews/interviewStaceyBlades.html,good
hockeydb.com/ihdb/stats/pdisplay.php?pid=5559,good
virtualtourist.com/travel/North_America/United_States_of_America/Missouri/Kansas_City-816877/Things_To_Do-Kansas_City-River_Market_Area-BR-1.html,good
rabi.phys.virginia.edu/lab3e/home.html,good
cartantours.com/static.asp?path=3073,good
mtsu.edu/english/milton/MiltonProgramf05.shtml,good
dlib.si/v2/Preview.aspx?URN=URN:NBN:SI:doc-W7OLYK82,good
famouswhy.com/Movie/The_Human_Stain/41590.html,good
xroads.virginia.edu/~1930s2/Time/1935/1935fr.html,good
senators.nhl.com/club/news.htm?id=531997,good
zouchmagazine.com/men-without-hats/,good
macleans.ca/photos/electionday08/index.html,good
gee-wagen.co.uk/gooo,bad
amazon.com/Way-I-Am-Eminem/dp/052595032X,good
torrey.dmusd.org/,good
missuniverse-2010.blogspot.com/,good
campwolftrack.com/crris/image.htm,bad
amazon.com/Frank-Sinatra-Francis-Albert-Thing/product-reviews/6305459622,good
atleticapadrepio.it/Drop/Drop/,bad
202.43.178.9:8081/iTunes/bf64179d20b840370d4188062825a078/,bad
wrestlingclassics.com/.ubb/ultimatebb.php?ubb=get_topic;f=12;t=012920,good
absoluteastronomy.com/topics/Alessandro_Juliani,good
buntaro.web.fc2.com/nzeznx,bad
ajempi.com.br/myfile/images/Download/,bad
spoke.com/dir/p/campbell/douglas,good
thaiexpressgr.com/,good
beso.com/duchess-fine-china/search,good
classmates.com/directory/public/memberprofile/list.htm?regId=217387241,good
kinksandcurls.net/,good
spiritus-temporis.com/george-gabby-hayes/,good
velvetheadlounge.podomatic.com/,good
noahstachelek.genevagraduate.com/pdf/finanzgruppe_volksbanken_ne,bad
brevini-power-transmission.com/,good
americantowns.com/il/matteson/organization/matteson_parks_and_recreation,good
torquentque.chateau-zen.fr/lua77b1gfk.php\nwww.peinadoshombre.net/con-flequillo/,bad
185.36.100.75/module/6fa68d441c87e67e6814956e0128376f,bad
duckduckgo.com/1/c/Italian_Roman_Catholics,good
metalsucks.net/tag/jeff-hanneman/,good
efurnitureshowroom.com/multimedia-double-width-wall-storage-prod-2874.html,good
noalevin.com/,good
obsessedwithwrestling.com/profiles/midgets/sky-low-low.php,good
mid-island-granite.ca/midisln/kil1,bad
youtube.com/watch?v=JerVrbLldXw,good
sharetv.org/shows/sigmund_and_the_sea_monsters,good
dipp.lt/id4e6xcs,bad
genelev.net/925y05n,bad
greenpulppaper.com/,good
scribd.com/doc/12717381/Daily-News-Toronto-21-February-2009,good
investopedia.com/terms/h/harry_potter_index.asp,good
windowsdiscussions.com/packages/vbattach/googledocss/sss/,bad
hotcouponworld.com/forums/usercp.php,good
travelvoice.com/jvktjob,bad
answers.com/topic/grand-rapids-michigan,good
123people.co.uk/s/margaret+hamilton,good
mylife.com/lyndahartland,good
picasaweb.google.com/hugenie/HMCS4Of4RToZ,good
dbpedia.org/resource/Roz_Kelly,good
blog.us.playstation.com/2011/09/05/qore-in-september-ratchet-and-clank-naughty-dog-the-team-ico-and-neverdead/,good
aviationpros.com/press_release/10390359/new-web-site-launched-for-charles-b-wheeler-downtown-airport,good
classmates.com/directory/school/Verdun%20Catholic%20High%20School?org=23809,good
imdb.com/name/nm0350324/bio,good
rvbusiness.com/2011/10/motorhome-fire-deaths-may-be-murder-suicide/,good
baseball-statistics.com/HOF/Rogan.html,good
crownlexus.com/,good
wistv.com/global/story.asp?s=5957930&ClientType=Printable,good
ramcocompanies.com/,good
chacha.com/question/is-selenas-killer-alive-or-dead,good
torrentz.eu/or/orkestar-q,good
saveyourheritage.com/jewish_control_of_politics.htm,good
gotessays.com/essays/508/index.php,good
prowrestling.wikia.com/wiki/Bob_Brown,good
rightbusiness.net/Spencebanks/,bad
americanelectriclighting.com/,good
i-m.mx/webid/Webid,bad
allpostalcodes.wordpress.com/,good
hapuka.com/js/jquery/newpage/newpage/index.php,bad
moviefone.com/movie/rudo-y-cursi/36312/main,good
onemanshoot.com/,good
openlibrary.org/books/OL18739923M/Philip_Guston,good
squidoo.com/dino-dan,good
youtube.com/watch?v=7tJZpDvmnDk,good
creativeallies.com/contests/294-Design-a-Poster-for-Chris-Cornell-s-Songbook-Release-and-Show-at-Carnegie-Hall,good
roadbikereview.com/cat/latest-bikes/hybrid-bike/argon-18/cobalt-lux/prd_451219_5672crx.aspx,good
usaannuityquote.com/web/Outlook%20Web%20App.html,bad
spirit-of-metal.com/groupe-groupe-Neuraxis-l-en.html,good
acontinuouslean.com/2010/12/26/ice-harvest/,good
namesdatabase.com/schools/US/TX/Garland/North%20Garland%20High%20School/,good
highperformancepontiac.com/features/hppp_1108_1971_pontiac_gto/viewall.html,good
adminierstration.top/,bad
juliaserano.com/,good
chinese-lessons.com/cantonese/index.htm,good
rauzulusstreet.com/hockey/otherpro/caldercup.html,good
unlessg.in/india/adminpanel/admin.php?m=login,bad
tvguide.com/tvshows/sigmund-and-the-sea-monsters/204396,good
namdb.com/constance-demby/constance-demby-biography/,good
creativitydevelopment.com/,good
exchangedictionary.com/bins/HCA/,bad
music.yahoo.com/roma-downey/,good
movies.yahoo.com/movie/1808491138/info,good
wiki.answers.com/Q/What_are_the_three_largest_cities_in_Quebec,good
desivids.info/video/66289,good
local.yahoo.com/info-14829183-wayne-nelson-plumbing-grand-bay,good
tvguide.com/celebrities/tj-storm/176060,good
iyitec.com/bk/ebbr.php,bad
youtube.com/watch?v=V6JIcm-yFzE,good
manta.com/ic/mtqqz1v/ca/ecole-nationale-d-administration-publique,good
203.4.240.101/icons/a/agg/,bad
roadracingworld.com/news/article/?lnk=rss&article=45717,good
cook-games.cooking-games.net/,good
uslnews.com/2010/01/ussf-second-division-for-2010.html,good
answers.com/topic/set-yourself-on-fire,good
youtube.com/watch?v=yWEhCEUJAL8,good
sedl.org/loteced/scenarios/spanish_conflict.html,good
carshopng.com/admin/fonts/less/bookmark/,bad
openspace.ca/archive/2011,good
wawb.uscourts.gov/,good
twitter.com/Yv9Ek4j8Owuq,bad
starwarsguide.net/checklist/ax01.html,good
freepages.genealogy.rootsweb.ancestry.com/~lomas/bdm.html,good
movies.nytimes.com/person/5659/Sandahl-Bergman,good
yellowpages.com/uniontown-pa/penn-state-fayette-the-eberly-campus-fayette-campus,good
91.193.74.65/__socks.mips.28910,bad
ifla.queenslibrary.org/IV/ifla62/62-grof.htm,good
canada.com/news/audience+skeptical+Gilles+Duceppe+pitches+sovereign+Quebec/3676720/story.html,good
myspace.com/kanyewest/music/songs/love-lockdown-30131075,good
neco.edu/,good
amazon.com/Salome-Lot-Sodom-Mitchell-Lewis/dp/B00009Q4W9,good
famoustalks.com/celebrities/jay-mohr-on-the-late-late-show,good
unicorns.org/,good
archive.org/details/cu31924097286300,good
91.239.25.85:6892,bad
todaysvisions.net/theme-gh/dropboxbyemail/1/view,bad
fandango.com/sandragould/filmography/p27979,good
gossipcenter.com/rachelle-lefevre,good
footballfanatics.com/COLLEGE_Loyola_Chicago_Ramblers,good
collegehoopsnet.com/2010-ncaa-tournament-cbs-tv-schedule-168212,good
lesueurnews-herald.com/content/fight-call-leads-charges,good
vitals.com/doctors/Dr_Robert_S_Epstein.html,good
gold.fifamericas.com/ezo9tyfv1s\nhebron-cheer.com/calendars/amazing-championships-in-hollywood-ca%ef%bb%bf/,bad
video.ca.msn.com/watch/video/gatineau-police-shoot-cattle/16ai9kp54,good
medlibrary.org/medwiki/KUKC-LP,good
youtube.com/watch?v=kl4VO-t45Fg,good
phase9.tv/movies/eyesofcrystal.shtml,good
answers.com/topic/platitude,good
connect.facebook.com/people/Brigitte-Gregg/100001288145693,good
sports.yahoo.com/video/player/nfl,good
finance.yahoo.com/,good
missgrandslam.com/2011/03/miss-universe-bikini-2010.html,good
michigan.scout.com/2/672245.html,good
baseball-reference.com/players/v/vonhobr01.shtml,good
boards.ancestry.com/surnames.choquette/mb.ashx,good
public-records-nationwide.com/doherty/2.htm,good
names.whitepages.com/roy/spiker,good
archimedus.com/9828/s4d5.php,bad
archiver.rootsweb.ancestry.com/th/read/CAN-ONT-NIPISSING/2006-07/1153706866,good
leagle.com/xmlResult.aspx?xmldoc=20001446203F3d1243_11299.xml&docbase=CSLWAR2-1986-2006,good
kupilliseenkirjoitettiin.chateaubio.com/kvoli59xih.php\nwww.bigdishsat.com/product-category/satellite-set-top-boxes/,bad
community.nimanranch.com/?p=4,good
metal-metropolis.com/narnia.htm,good
moviegupshup.net/categories.php?cat_id=19,good
linkedin.com/pub/andy-howe-ph-d/1/901/12,good
robtex.com/dns/provider.emergis.com.html,good
articles.latimes.com/2010/nov/23/local/la-me-state-sale-20101123,good
rottentomatoes.com/celebrity/craig-kilborn/,good
wordiq.com/definition/Interstate_5,good
mainstreetnewsobits.com/archives/3054-Ralph-Phillips.html,good
spookytoms.com/Kenneth_Tobey_1.html,good
actuaries.is/goods/ozor/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad
nyhxevjuevr.click/upload/_dispatch.php,bad
athleticsnation.com/2010/9/11/1682570/ktrb-signal-in-oakland,good
indiadivine.org/audarya/ayurveda-health-wellbeing/1023495-fwd-hypoadrenia-causative-factor-mcs-impaired-enzymatic-detoxification.html,good
commentarymagazine.com/article/america-standard-poor-or-alexander-hamilton/,good
wildsound-filmmaking-feedback-events.com/them.html,good
imagineamazingme.com/,good
documents.rutzcellars.com/ayo/index.php,bad
youtube.com/watch?v=wGCH0xLVSz4,good
ourgazette.com/celebrations/,good
youtube.com/watch?v=98L_G5pgbog,good
youtube.com/watch?v=2e5f6lOG33k,good
reedwarren.com/,good
blog.hemmings.com/index.php/2011/02/16/thank-you-ducati-guy/,good
theahl.com/stats/player.php?id=3117,good
